source,date,headline,entities
standard,2015-10-22,Professional joker! Uhuru and Ruto left in stitches by Churchill Show comedia,"uhuru, ruto, churchill"
daily_nation,2015-10-25,Uhuru might not run for top seat on a JAP ticket: Kirait,"uhuru, jubilee, kiraitu"
daily_nation,2015-10-26,WAGA: Stop ill-bred flow of bile and award UhuRuto a second (and,"uhuru, ruto, waga"
standard,2015-10-27,"Uhuru, Ruto dump JAP as vehicle for 217 polls","uhuru, ruto, jubilee"
standard,2015-10-28,Uhuru rejects HELB Bill saying it is expensive to implemen,"uhuru, helb"
standard,2015-10-28,Uhuru leaves for  Delhi for India-Africa summi,"uhuru, delhi, india, africa"
business_daily,2015-10-29,Uhuru in talks for top India hospitals to set up in Kenya,"uhuru, india, kenya"
daily_nation,2015-10-30,Cord sues over Uhuru powers,"cord, uhuru"
standard,2015-10-30,Man who sneaked into State House to sleep says President Kenyatta is a friend,"state house, uhuru"
business_daily,2015-10-31,President Kenyatta's Speech on HIV in India,"uhuru, india"
daily_nation,2015-10-31,Dont pester Uhuru and Ruto Duale tells Raila,"uhuru, raila, duale"
standard,2015-10-31,CORD moves to court challenges Uhuru's power in law-making,"cord, uhuru"
daily_nation,2015-11-01,Mudavadi urges Uhuru to resign over rampant corruptio,"mudavadi, uhuru"
daily_nation,2015-11-01,KAGWANJA: Inside Railas strategy to challenge Uhurus powers,"uhuru, kagwanja"
daily_nation,2015-11-02,Turbulence will soon be over say Uhuru and Rotich,"uhuru, rotich"
daily_nation,2015-11-02,NAMUNANE: Uhuru adored abroad but vilified at home,"uhuru, namunane"
standard,2015-11-02,Mudavadi tells Uhuru to call polls pave way for able leaders,"mudavadi, uhuru"
daily_nation,2015-11-03,Kabando wants Uhuru to dissolve Cabine,"kabando, uhuru"
daily_nation,2015-11-05,Uhuru sends goodwill message to Magufuli,"uhuru, magufuli"
daily_nation,2015-11-05,Uhuru set to visit Dar for Magufuli fete,"uhuru, magufuli, tanzania"
standard,2015-11-05,Jubilee leaders blame Uhuru on runaway graf,"uhuru, jubilee"
business_daily,2015-11-06,Uhuru allays fears of fallout with Dar as Magufuli sworn i,"uhuru, tanzania, magufuli"
standard,2015-11-06,Uhuru travels to Tanzania for Magufuli inauguratio,"uhuru, tanzania, magufuli"
standard,2015-11-09,Raila wants Uhuru in court over corruption lis,"raila, uhuru, icc"
standard,2015-11-09,"Uhuru, Raila must warn their camps against hate speech","uhuru, raila"
standard,2015-11-09,Mudavadi blames Uhuru for failure to act on Waiguru over graf,"mudavadi, uhuru, waiguru"
standard,2015-11-09,"It is time for Uhuru, Ruto to unite Kenya","uhuru, ruto, kenya"
daily_nation,2015-11-10,US Govt urges Uhuru to do more in the fight against corruptio,"usa, uhuru"
standard,2015-11-10,"Raila team step closer to referendum against Uhuru, Ruto","uhuru, ruto, raila"
daily_nation,2015-11-11,Uhuru orders TSC to pay September salaries,"uhuru, tsc"
daily_nation,2015-11-11,Uhuru Moi and Biwott in meeting at State House,"uhuru, biwott, state house, moi"
business_daily,2015-11-12,TSC chair risks ouster over Uhuru teachers pay deal,"tsc, uhuru"
standard,2015-11-12,Uhuru directs TSC to pay September salaries KNUT and TSC to sign CBA,"uhuru, knut, cba, tsc"
standard,2015-11-12,Teachers divided on Uhuru directive to TSC Knut faults Nzili,"uhuru, tsc, knut, nzili"
business_daily,2015-11-13,WEHLIYE: Uhuru had better alter some of Jubilees mega projects,"wehliye, uhuru, jubilee"
standard,2015-11-13,Ombudsman wants Uhuru to sack Lands PS for laxity,"ombudsman, uhuru, lands ministry"
standard,2015-11-13,Clerics warn over booing during Uhuru visit to Bungoma,"uhuru, bungoma"
standard,2015-11-13,COTU lauds Uhuru's move on teachers,"uhuru, cotu"
daily_nation,2015-11-14,MPs are not against Uhuru on Waigur,"uhuru, waiguru"
daily_nation,2015-11-14,President Kenyatta embarks on western Kenya tour,"uhuru, kenya, western"
daily_nation,2015-11-14,Uhuru set for Western and North Rift tour,"uhuru, western, north rift"
standard,2015-11-14,Pay deal brokered by Uhuru not binding says KNUTs Sossio,"uhuru, sossion, knut"
daily_nation,2015-11-15,Uhuru seeks to win hearts in wester,"uhuru, western"
daily_nation,2015-11-15,President Kenyatta defends soldiers over smuggling claims,"uhuru, kdf"
standard,2015-11-15,Kabando: Lets support Uhuru in graft war,"kabando, uhuru"
standard,2015-11-15,Uhuru starts his Western tour says its too early to campaig,"uhuru, western"
daily_nation,2015-11-16,Stop meddling Uhuru tells ICC,"uhuru, icc"
daily_nation,2015-11-16,Infotrak poll: Kenyatta's approval ratings dip to 33 percen,"uhuru, infotrack"
standard,2015-11-16,Uhuru accuses ICC of fixation with Ruto case,"uhuru, icc, ruto"
standard,2015-11-16,Uhuru holds talks with five governors from Western regio,"uhuru, s, western"
daily_nation,2015-11-17,Leave Waiguru alone Uhuru tells Keter over ouster bid,"waiguru, uhuru, keter"
daily_nation,2015-11-17,"Uhuru, Ruto to coin  party name for 217 elections","uhuru, ruto"
daily_nation,2015-11-17,MP urges Uhuru to dissolve Cabine,"uhuru, mp"
daily_nation,2015-11-17,Uhuru launches 1bn water project in West Poko,"uhuru, west pokot"
daily_nation,2015-11-18,MATHIU: Uhuru must act to save coffee farmers,"uhuru, mathiu"
daily_nation,2015-11-19,Uhuru should join Okoa Kenya to save the country,"uhuru, okoa kenya"
daily_nation,2015-11-19,Uhuru helps end Waitiki land row,"uhuru, waitiki"
standard,2015-11-19,Uhuru urges Burundi to embrace dialogue to resolve conflic,"uhuru, burundi"
standard,2015-11-19,Knut to vote on whether to accept Uhuru's deal today,"uhuru,knut"
business_daily,2015-11-20,Sossion in U-turn as Knut okays Uhuru salary deal,"sossion, knut, uhuru"
daily_nation,2015-11-21,"NGWIRI: Constant criticism of Uhuru, Ruto will not endear Raila to Kenyans","uhuru, ruto, raila"
daily_nation,2015-11-21,MURUNGI: Strong Cabinet key to Uhurus agenda,"muriungi, uhuru"
standard,2015-11-22,We were humiliated during Uhuru's tour of Western senators now say,"uhuru, western"
business_daily,2015-11-24,Treasury loses Budget role as Uhuru re corruption war,"treasury, uhuru"
business_daily,2015-11-24,KABAARA: Where Uhuru must look in battle against corruptio,"kabaara, uhuru"
standard,2015-11-25,The UK lauds Uhuru's move on graf,"uk, uhuru"
business_daily,2015-11-26,Pray for me to win war on graft Uhuru asks Pope,"uhuru, pope"
business_daily,2015-11-26,NJIHIA: Work cut out for Uhuru appointees in tech docke,"njihia, uhuru"
standard,2015-11-26,Uhurus critics lack legal ground says Governor Joseph Ndathi,"joseph ndathi, uhuru"
daily_nation,2015-11-28,KIAI: To fight corruption Uhuru has to deal with tribalism in governmen,"uhuru, kiai"
daily_nation,2015-11-28,Karua: Uhuru Cabinet lacks gender balance,"karua, uhuru"
standard,2015-11-28,Uhuru appoints team to survey Waitiki farm,"uhuru, waitiki"
daily_nation,2015-11-29,Uhuru in Malta for Commonwealth leaders meeting,"uhuru, malta, commonwealth"
daily_nation,2015-11-30,KAGWANJA: What cabinet reshuffle means for Uhuru ahead of 217 poll,"uhuru, kagwanja"
standard,2015-11-30,Uhuru and Raila mourn Governor Kideros father,"uhuru, raila, kidero"
standard,2015-11-30,Uhuru beats retreat on nomi of politicians to the Jubilee Cabine,"uhuru, jubilee"
daily_nation,2015-12-01,Uhuru arrives in Paris for climate change talks,"uhuru, paris"
standard,2015-12-01,Uhuru urges Commonwealth countries to fight terrorism as a family,"uhuru, commonwealth"
standard,2015-12-02,Poll: Kenyans losing faith in Uhuru-Ruto leadershi,"uhuru, ruto"
standard,2015-12-02,Activist Boniface Mwangi Arrested while trying to petition Uhuru to declare his wealth,"uhuru, boniface mwangi"
daily_nation,2015-12-03,KIPRONO: Uhuru's appointments contravened constitutional principles,"uhuru, kiprono"
business_daily,2015-12-04,Uhuru heads to Joburg for Xi meeting after Paris talks,"uhuru, xi, france, south africa"
standard,2015-12-04,"Omtatah sues Uhuru, Ruto and Rotich over Eurobond billions","omtatah, uhuru, ruto, rotich"
daily_nation,2015-12-06,Njee: Uhurus Mr Fix It whos never far from table,"uhuru, njee"
business_daily,2015-12-07,State House defends Uhuru foreign trips,"state house, uhuru"
daily_nation,2015-12-07,Uhuru: Strategic ties with China will boost Africa growth,"uhuru, china, africa"
daily_nation,2015-12-07,Atwoli lauds Uhurus war on corruptio,"atwoli, uhuru"
daily_nation,2015-12-07,Uhuru Ethiopian PM to launch border peace programme,"uhuru, ethiopia, haile mariam"
standard,2015-12-07,NCIC: Recent appointments by Uhuru biased,"uhuru, ncic"
standard,2015-12-07,Wetang'ula: Uhuru unable to end graf,"wetangula, uhuru"
daily_nation,2015-12-08,Raila wants Uhuru to take charge of Eurobond probe,"raila, uhuru"
daily_nation,2015-12-08,Uhuru faults SGR contractor on 4pc procurement quota,"uhuru, sgr"
standard,2015-12-08,Tight security along KenyaEthiopia border ahead of Uhurus Moyale visi,"kenya, ethiopia, uhuru, moyale"
standard,2015-12-09,Forgive me for supporting Uhuru in 22 elections says Mudavadi,"uhuru, mudavadi"
standard,2015-12-09,Former Devolution CS Anne Waiguru blames Uhuru office for her troubles,"waiguru, uhuru"
standard,2015-12-10,Uhuru should act like Magufuli to end graf,"uhuru, magufuli"
standard,2015-12-11,EACC rejects three Uhurus nominees to cabine,"eacc, uhuru"
standard,2015-12-11,CORD: The buck stops with Uhuru on Eurobond,"uhuru, cord"
standard,2015-12-11,Ruto defends Uhuru's many foreign trips,"uhuru, ruto"
standard,2015-12-11,EACC goes after Raila targets Uhuru nominees,"raila, uhuru, eacc"
standard,2015-12-12,Uhurus full speech during 215 Jamuhuri Day celebrations,"uhuru, jamuhuri day"
standard,2015-12-12,Uhuru directs Judiciary to speed up corruption cases,"uhuru, judiciary"
business_daily,2015-12-13,Uhuru signs World Trade deal for faster clearance of imports,"uhuru, world trade"
standard,2015-12-14,Uhuru orders indefinite freeze of NYS scam suspects accounts,"uhuru, nys"
standard,2015-12-14,Uhuru finally answers CORD Leader Raila,"uhuru, cord, raila"
standard,2015-12-15,Uhuru meets Jubilee MPs to review Governmen,"uhuru, jubilee"
standard,2015-12-15,Uhuru turns heat on Judiciary over delayed graft cases,"uhuru, judiciary"
standard,2015-12-15,Raila to Uhuru: Stop threats name Eurobond-funded projects,"raila, uhuru"
standard,2015-12-15,Wetang'ula: Uhuru not being serious on Eurobond,"wetangula, uhuru"
daily_nation,2015-12-16,"Uhuru, Ruto settle on  party for next elections","uhuru, ruto"
daily_nation,2015-12-16,"Merger and Cabinet nominees on the agenda as Uhuru, Ruto meet with MPs","uhuru, ruto"
business_daily,2015-12-17,AG says Ngilu Kamau target Uhuru in graft case petitions,"ag, ngilu, kamau, uhuru"
daily_nation,2015-12-17,"MPs seek law change to shield Uhuru, Ruto","uhuru, ruto"
standard,2015-12-17,ODM seeks to block Uhurus nominees to Cabine,"odm, uhuru"
standard,2015-12-17,Uhuru and Ruto now unveil Jubilee Party,"uhuru, ruto, jubilee"
business_daily,2015-12-18,MPs clear Uhurus EACC and principal secretary nominees,"uhuru, eacc"
business_daily,2015-12-18,Blow for Uhurus TNA as tribunal stops merger bid,"uhuru, tna"
standard,2015-12-18,Uhuru calls for level playing ground for African farmers,"uhuru, africa"
daily_nation,2015-12-19,"NGWIRI: Like Magufuli, Uhuru needs a little more powers","ngwiri, magufuli, uhuru"
standard,2015-12-21,Kanu petitions Uhuru over Eurobond,"uhuru, kanu"
standard,2015-12-21,What jolted Uhuru and Ruto into action after JAP debacle,"uhuru, jubilee"
standard,2015-12-21,Illicit brews back in Mt Kenya as Uhuru's crackdown order fizzles,"mt. kenya, uhuru"
business_daily,2015-12-23,Uhuru backs Museveni to lead EAC Burundi peace talks,"uhuru, museveni, eac,burundi"
daily_nation,2015-12-23,Burundi Crisis: President Kenyatta sends PS Karanja Kibicho to,"burundi, uhuru, karanja kibicho"
standard,2015-12-23,Uhuru and First Lady join state house staff in end of year party,"uhuru, margaret"
daily_nation,2015-12-24,Poll shows UhuRuto is most liked,"uhuru, ruto"
standard,2015-12-24,Uhuru lauds late Wathika as leaders continue to pay tribute,"uhuru, wathika"
daily_nation,2015-12-26,Uhuru attends Mass in Mombasa as revellers throng popular spots,"uhuru, mombasa"
standard,2015-12-27,Kenyans throng Mombasa as Uhuru calls for tolerance,"mombasa, uhuru"
daily_nation,2015-12-30,"Lawmaker Keter warns Ruto, Uhuru against one party system","keter, uhuru"
daily_nation,2015-12-30,KISERO: Uhuru still has a chance to salvage his legacy,"uhuru, kisero"
standard,2016-01-01,What awaits Uhuru and Raila in the  Year,"uhuru, raila"
daily_nation,2016-01-02,NDII: What Magufuli presidency means for Uhurus reig,"magufuli, uhuru, ndii"
standard,2016-01-05,Uhuru tours ferry headquarters,"uhuru, kenya ferry service"
business_daily,2016-01-07,Lawyers seek to overturn Uhuru powers to handpick CJ,"uhuru, cj"
business_daily,2016-01-07,Uhurus  powers over police chiefs and Judiciary,"uhuru, judiciary"
standard,2016-01-07,Angry reactions greets move to give Uhuru powers to appoint CJ,"uhuru, cj"
standard,2016-01-07,Ferry services boss sacked days after Uhuru impromptu tour,"kenya ferry service, uhuru"
standard,2016-01-08,Uhuru presents over 2 titles to Lamu residents,"uhuru, lamu"
standard,2016-01-08,Raila wants Uhuru to testify in Waiguru case,"raila, uhuru, waiguru"
standard,2016-01-08,LSK: MPs Githu Muigai and Uhuru violated the Constitutio,"lsk, githu, uhuru"
business_daily,2016-01-09,Uhuru concludes Lamu visit with call for peace,"uhuru, lamu"
standard,2016-01-10,Senator Mike Sonko Governor Hassan Joho clash over Uhuru's visi,"sonko, joho, uhuru"
business_daily,2016-01-12,Uhuru to open Sh4.8 billion English Point Marina Tuesday,"uhuru, english point marina"
standard,2016-01-13,Balala pledges to implement tourism recovery plans proposed by Uhurus task force,"balala, uhuru"
standard,2016-01-14,What Central wants from Uhuru's visi,"central, uhuru"
business_daily,2016-01-15,16 title deeds to be issued as Uhuru extends Coast stay,"uhuru, coast"
business_daily,2016-01-16,Uhuru pays tribute to Kenyan soldiers killed in Somalia,"uhuru, somalia"
standard,2016-01-16,Uhuru mourns Kenyan soldiers killed in Somalia,"uhuru, somalia"
standard,2016-01-19,Uhuru on national Shabaab: They will not have time to breathe,"uhuru, alshabaab"
standard,2016-01-20,Raila happy with Uhurus statement on Kenyan soldiers in Somalia,"raila, uhuru, somalia"
standard,2016-01-20,Uhuru's speech on KDF El Adde attack,"uhuru, kdf, somalia"
business_daily,2016-01-22,Uhuru to visit injured KDF soldiers in hospital,"uhuru, kdf"
standard,2016-01-24,Uhuru's long stay in Coast won't shake Oppositio,"uhuru, coast"
standard,2016-01-25,"High stakes in Malindi polls as Uhuru, Raila draw battle lines","malindi, uhuru, raila"
standard,2016-01-26,"Malindi seat  frontier for Uhuru, Raila","malindi, uhuru, raila"
standard,2016-01-27,Uhuru and two presidents to honour soldiers,"uhuru, buhari, hassan sheikh mohamud"
standard,2016-01-27,US to support Kenya on poaching as Uhuru backs deal,"usa, kenya, uhuru"
business_daily,2016-01-29,Kenya is safe for investment Uhuru assures investors,"kenya, uhuru"
business_daily,2016-01-30,Uhuru sets out to revive Africa Peer Review Mechanism,"uhuru, africa peer review"
business_daily,2016-01-30,Counter-terrorism high on Uhuru's agenda at Addis talks,"uhuru, ethiopia"
standard,2016-01-30,Uhuru urges African Union to boost AMISOM mandate,"uhuru, au"
standard,2016-01-30,Raila hits out at Uhuru over Joho,"raila, uhuru, joho"
business_daily,2016-01-31,Uhuru urges review of Amisom mandate,"uhuru, amisom"
business_daily,2016-02-01,Uhuru urges AU to insist on Ruto case termi,"uhuru, au, icc"
standard,2016-02-01,AU adopts Uhuru's proposal for mass withdrawal from ICC,"uhuru, icc"
standard,2016-02-02,Traffic officer killed while making way for Uhuru's motorcade in Nairobi,"uhuru, nairobi"
standard,2016-02-05,Uhuru intervenes as it emerges films on Westgate and Louis Leakey are still in Kenyas hand,"uhuru, westgate, louis leakey"
business_daily,2016-02-08,Uhuru-Museveni sugar deal flops on Kampala shortfall,"uhuru, museveni, uganda"
standard,2016-02-10,Uhuru yet to receive petition on Tunoi probe,"uhuru, tunoi"
standard,2016-02-10,Uhuru to start tour of Central,"uhuru, central"
standard,2016-02-11,No raha as Uhuru visit stirs Coast propaganda war,"uhuru, coast"
standard,2016-02-12,Uhuru hosts governors for summit at State Lodge Sagana,"uhuru, state lodge sagana"
standard,2016-02-13,Uhuru directs Inspector General to tackle corruption in the Police Service,"uhuru, ig"
standard,2016-02-14,Nyeri locals expect more from Uhurus visi,"uhuru, nyeri"
standard,2016-02-16,High hopes as Uhuru ends Central visit with basket of promises,"uhuru, central"
standard,2016-02-16,Two MPs ditch Opposition for Uhuru's Jubilee,"uhuru, jubilee"
business_daily,2016-02-17,"Uhuru, Ruto offices top spenders on ads and entertainmen","uhuru, ruto"
business_daily,2016-02-18,Airtel founder meets Uhuru amid Sh2.7bn licence row with regulator,"airtel, uhuru"
standard,2016-02-20,Uhuru among most followed African leader on Instagram,"uhuru, africa, instagram"
standard,2016-02-22,We respect Ugandans choice of President Museveni  Uhuru,"uganda, museveni, uhuru"
business_daily,2016-02-23,Uhuru on Israel State visit to cement trade security ties,"uhuru, israel"
business_daily,2016-02-24,Uhuru backs down and appoints tribunal to probe Tunoi,"uhuru, tunoi"
